Simulation,Terrain,Orientation,NumberOfFloors,FloorHeight,Shading,EnergyStandard,HVAC-System,ServiceHotWater,BuildingSystemVintage,Open Office: Heating Setpoint,Open Office: Cooling Setpoint,Open Office: ACH,Open Office: PPA,Meeting: Heating Setpoint,Meeting: Cooling Setpoint,Meeting: ACH,Meeting: PPA,Volume [m³],Area [m²],Construction Area [%],Window to Wall Ratio North [%],Window to Wall Ratio East [%],Window to Wall Ratio South [%],Window to Wall Ratio West [%],HVAC-System Capacity [kW],Baseboard Capacity Sum [kW],EUI [kWh/m²a],EUI Heating [kWh/m²a],EUI Electricity [kWh]
Simulation706,Suburbs,68,4,2.97,Low-SHGC-Value,NZEB,BoilerBaseboard,Gas_WaterHeater,2007,21.6,24,4.2,0.14,21.6,25.6,5.7,0.31,21109.10103,7107.441425,5.397806,13.73,20.24,13.73,20.24,741.94685,968.306302,161.148,104.683,56.466
Simulation707,Urban,30,2,4.16,Low-SHGC-Value,Passive,ASHPBaseboard,Gas_TanklessHeater,2019,23.7,26,4.2,0.07,20.7,24.4,6.8,0.28,14741.05651,3543.5232,8.078007,47.48,32.23,47.48,32.23,597.429609,1506.708519,123.082,70.852,52.231
Simulation709,Urban,55,10,4.09,External-Shading,Passive,ASHPBaseboard,Electric_WaterHeater,2004,22.5,25.7,4.5,0.09,22.9,26.5,6.2,0.38,75276.79439,18405.0842,5.080655,18.57,28.05,18.57,28.05,2352.892366,5579.588385,98.252,42.083,56.169
Simulation711,Suburbs,45,10,3.1,External-Shading,NZEB,DHWBaseboard,Gas_WaterHeater,2010,22.3,25.7,5.2,0.09,21,26.8,6,0.36,65881.46412,21252.0852,4.014018,36.08,25.03,36.08,25.03,1760.751144,2467.814366,113.012,56.942,56.07
Simulation712,Country,65,3,3.54,External-Shading,NZEB,DHWBaseboard,Gas_TanklessHeater,2016,22,24.5,5.2,0.07,21.3,25.6,6.2,0.23,24080.8867,6802.510368,5.105954,20.29,23.73,20.29,23.73,855.105096,1169.583835,159.55,104.099,55.451
Simulation713,Urban,42,7,4.24,External-Shading,NZEB,BoilerBaseboard,Gas_TanklessHeater,2013,23.5,25.4,4.6,0.11,23.6,26.8,6.9,0.44,47885.96084,11293.85869,4.928853,47.04,29.84,47.04,29.84,1647.872,2192.442479,209.178,152.761,56.417
Simulation714,Suburbs,34,3,3.38,External-Shading,NZEB,ASHPBaseboard,Gas_WaterHeater,1980_2004,21.7,25.8,5.4,0.16,23.4,26.2,6.9,0.35,18897.8763,5591.087664,6.136285,58.94,49.6,58.94,49.6,776.936209,1785.256183,99.171,44.132,55.039
Simulation715,Urban,176,8,3.16,External-Shading,Passive,ASHPBaseboard,Gas_TanklessHeater,2013,22.2,25.2,4,0.11,23.1,25.2,6.6,0.26,46690.85903,14775.5883,5.359697,36.95,25.32,36.95,25.32,1583.138637,3858.485863,83.159,27.715,55.443
Simulation717,Urban,170,3,4.2,External-Shading,NZEB,DHWBaseboard,Gas_WaterHeater,2016,21.6,25.4,4.8,0.14,21.8,24.2,5.2,0.39,20403.01267,4857.86016,6.777223,27.38,20.45,27.38,20.45,732.582168,993.467658,187.509,135.079,52.43
Simulation718,Suburbs,172,5,2.84,External-Shading,NZEB,DHWBaseboard,Electric_WaterHeater,2013,22.8,24,4.1,0.07,21.3,25.7,5.1,0.38,24713.05938,8701.78147,5.097919,18.07,15.05,18.07,15.05,872.290344,1201.993759,140.413,84.872,55.542
Simulation719,Urban,104,5,3.64,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_TanklessHeater,2004,22.6,24.7,5,0.19,22.8,25.6,5.1,0.44,28464.36597,7819.88076,5.560086,27.35,38.23,27.35,38.23,1028.931936,2444.759979,102.585,46.065,56.52
Simulation720,City,91,1,4.08,External-Shading,Passive,DHWBaseboard,Electric_WaterHeater,2010,22,26,5.6,0.12,23.2,24.7,5.1,0.48,11650.06945,2855.40918,8.199626,21.16,27.78,21.16,27.78,489.160872,671.92179,211.177,161.55,49.627
Simulation723,Urban,95,5,3.59,External-Shading,Passive,DHWBaseboard,Gas_TanklessHeater,2007,22.8,25.4,5.2,0.1,21.8,25.4,5.9,0.18,22833.6476,6360.34752,7.264457,49.44,60.07,49.44,60.07,934.4943,1278.591358,180.094,126.604,53.49
Simulation724,Suburbs,74,8,3.73,Low-SHGC-Value,GEG,ASHPBaseboard,Electric_TanklessHeater,2016,23.5,24.8,5,0.16,22.6,26.7,5.6,0.27,43739.45518,11726.39549,5.41786,17.19,27.48,17.19,27.48,1575.919812,3996.844414,103.261,47.145,56.115
Simulation725,City,143,10,3.34,Low-SHGC-Value,Passive,ASHPBaseboard,Gas_TanklessHeater,pre_1980,23,25.3,4.4,0.05,22.7,25.4,5.8,0.29,56327.6304,16864.56,5.236196,62.28,44.08,62.28,44.08,1820.648274,4224.624098,92.853,36.801,56.052
Simulation726,Suburbs,84,9,3.74,Low-SHGC-Value,GEG,ASHPBaseboard,Electric_WaterHeater,2010,22.4,24.6,4.4,0.06,20.7,24.8,5.4,0.26,27927.43272,7467.228,6.562726,46.39,60.92,46.39,60.92,1249.00364,2973.951054,118.752,62.833,55.918
Simulation728,Country,157,9,3.17,Low-SHGC-Value,Passive,DHWBaseboard,Gas_WaterHeater,2010,21.7,25.1,4.8,0.18,23.2,24.6,6,0.34,28100.20886,8864.4192,7.322569,28.11,23.79,28.11,23.79,1195.442496,1632.440712,168.62,112.86,55.76
Simulation729,Country,121,9,3.25,Low-SHGC-Value,NZEB,DHWBaseboard,Electric_WaterHeater,2007,22.3,25.6,4.5,0.08,20.8,25.9,5,0.24,60622.04012,18652.93542,4.562807,24.05,31.89,24.05,31.89,1852.378404,2544.161035,134.501,79.669,54.831
Simulation730,Suburbs,33,1,3.02,Low-SHGC-Value,NZEB,DHWBaseboard,Electric_WaterHeater,2004,21.4,25,4.2,0.06,22.9,26.7,6.7,0.47,9153.372028,3030.91789,7.386996,33.65,28.3,33.65,28.3,440.673564,590.49691,194.551,145.666,48.884
Simulation731,Urban,60,6,4.39,External-Shading,Passive,ASHPBaseboard,Electric_WaterHeater,2007,21.5,24,5.3,0.15,21,25,5.1,0.43,66523.92892,15153.51456,5.059323,55.24,66.66,55.24,66.66,2107.186753,4533.526319,93.584,38.557,55.027
Simulation732,Suburbs,128,4,3.88,Low-SHGC-Value,GEG,DHWBaseboard,Electric_WaterHeater,2010,23.4,24.5,5.7,0.08,21.1,25.5,5.9,0.41,14340.45393,3695.99328,7.493094,14.82,22.94,14.82,22.94,645.637296,873.277918,227.733,175.664,52.07
Simulation733,Urban,36,8,2.94,External-Shading,NZEB,DHWBaseboard,Electric_TanklessHeater,pre_1980,23.1,25.6,5,0.12,23.8,24.5,6.1,0.27,26447.55075,8995.76556,5.629016,16.64,15.17,16.64,15.17,1046.30322,1455.005378,152.344,95.695,56.649
Simulation734,Country,83,3,4.48,Low-SHGC-Value,NZEB,BoilerBaseboard,Gas_TanklessHeater,2010,21.9,24.6,5,0.06,22.9,26.1,6.7,0.35,16856.3422,3762.576384,7.314039,22.32,25.5,22.32,25.5,711.24955,953.120955,291.722,236.874,54.848
Simulation735,Urban,3,8,4.43,External-Shading,Passive,BoilerBaseboard,Gas_TanklessHeater,2004,22.3,24.9,4.2,0.05,21.3,26.5,6.7,0.2,56735.06272,12807.0119,5.904518,28.36,23.74,28.36,23.74,1952.92623,2584.644209,220.499,164.988,55.511
Simulation737,Suburbs,70,2,3.89,Low-SHGC-Value,GEG,ASHPBaseboard,Gas_WaterHeater,2007,23.4,24.5,4.3,0.13,22,25.5,6.4,0.47,15886.41768,4083.912,6.12256,28.36,39.78,28.36,39.78,647.74265,1745.523791,114.168,62.173,51.994
Simulation738,Suburbs,84,9,3.2,External-Shading,Passive,ASHPBaseboard,Electric_TanklessHeater,2004,23,25,4.4,0.06,22.5,25.7,6.5,0.47,42918.36672,13411.9896,6.583648,53.23,59.2,53.23,59.2,1814.784843,4176.640594,96.114,42.152,53.96
Simulation739,Country,160,9,3.31,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_TanklessHeater,2016,23,24.6,4.8,0.08,23.6,24.2,6.9,0.32,46703.21292,14109.732,5.614755,25.44,19.13,25.44,19.13,1653.92041,4017.894954,97.703,41.982,55.721
Simulation741,Urban,52,6,3.94,External-Shading,NZEB,DHWBaseboard,Electric_WaterHeater,2010,21,25.8,5.7,0.15,20.3,25.1,6.3,0.18,48166.90579,12225.10299,4.618509,18.7,26.49,18.7,26.49,1387.60662,1909.458365,139.722,84.983,54.738
Simulation743,Suburbs,42,8,4.46,External-Shading,GEG,DHWBaseboard,Electric_WaterHeater,2004,22.5,25.4,4.7,0.18,21.2,25.4,6,0.27,116018.8857,26013.20307,3.450945,28.95,19.77,28.95,19.77,2565.476448,3573.13423,129.571,73.938,55.632
Simulation744,Urban,53,2,3.16,Low-SHGC-Value,GEG,DHWBaseboard,Gas_TanklessHeater,2016,22.8,25.8,5.9,0.15,23,25.3,6.3,0.45,10277.20504,3252.280075,6.525301,24.14,30.36,24.14,30.36,450.291108,610.721593,194.378,137.831,56.547
Simulation745,Suburbs,107,5,2.93,External-Shading,NZEB,DHWBaseboard,Electric_WaterHeater,2004,22.9,24.8,4.9,0.2,20.3,26.3,6.2,0.3,27303.23196,9318.5092,5.08082,15.67,20.68,15.67,20.68,911.507892,1252.37286,127.599,73.038,54.561
Simulation746,Urban,85,7,3.6,External-Shading,GEG,BoilerBaseboard,Electric_WaterHeater,2016,21.1,25.4,5.4,0.17,22,25.3,5.8,0.39,46204.78464,12834.6624,4.943995,33.13,41.79,33.13,41.79,1540.81664,2012.405773,154.053,99.77,54.283
Simulation747,Urban,38,7,3.07,External-Shading,GEG,BoilerBaseboard,Electric_WaterHeater,2007,23.1,24.6,5,0.12,23.7,24.1,5.5,0.47,35519.18088,11569.76576,5.185555,33.93,18.45,33.93,18.45,1271.62971,1699.382521,157.452,102.852,54.599
Simulation749,City,43,8,4.18,External-Shading,NZEB,ASHPBaseboard,Electric_TanklessHeater,2016,22.4,24.3,4.7,0.16,23.8,26.1,5,0.42,40508.93935,9691.133815,5.72156,63.31,51.26,63.31,51.26,1650.220462,3971.408231,111.275,55.385,55.89
Simulation751,Suburbs,28,4,2.95,External-Shading,GEG,BoilerBaseboard,Gas_TanklessHeater,2019,22.3,24.5,4.8,0.06,21.2,26.6,7,0.19,18491.9773,6268.46688,5.795451,59.46,41.67,59.46,41.67,727.12748,953.532888,171.992,117.013,54.978
Simulation752,Urban,37,5,3.45,External-Shading,Passive,ASHPBaseboard,Gas_WaterHeater,pre_1980,23.6,24.2,4.8,0.12,22.6,24,6.5,0.4,33831.7381,9806.3009,5.747863,21.8,17.98,21.8,17.98,1251.986538,3165.696002,102.116,45.297,56.818
Simulation753,Suburbs,18,1,3.09,External-Shading,GEG,ASHPBaseboard,Gas_WaterHeater,2007,23.6,24.6,4,0.16,20.7,24,5.8,0.18,9273.498702,3001.132266,6.199948,23.3,14.46,23.3,14.46,430.109212,1153.658086,115.692,62.379,53.312
Simulation754,City,119,4,4.35,External-Shading,Passive,BoilerBaseboard,Gas_TanklessHeater,2016,21.3,25.9,5.5,0.13,22.1,26.9,5.8,0.2,32451.24795,7460.057,5.949766,55.66,68.45,55.66,68.45,1112.83628,1445.088421,190.105,134.824,55.281
Simulation756,Suburbs,21,9,4.37,Low-SHGC-Value,GEG,BoilerBaseboard,Electric_WaterHeater,2019,22.4,24.1,4.1,0.17,23.2,24.1,6.2,0.3,34021.84141,7785.3184,6.642866,25.93,13.74,25.93,13.74,1400.31181,1876.861756,276.697,220.894,55.804
Simulation757,Suburbs,136,6,2.92,External-Shading,NZEB,BoilerBaseboard,Gas_TanklessHeater,2004,21.9,25.1,4.4,0.15,21.3,27,6.2,0.48,49033.0815,16792.1512,4.053373,23.29,16.15,23.29,16.15,1539.92869,2016.763693,121.889,67.838,54.051
Simulation759,City,160,7,3.8,Low-SHGC-Value,GEG,ASHPBaseboard,Gas_WaterHeater,2013,21.4,25.9,5.5,0.13,23.3,25.2,6.2,0.37,31966.04749,8412.11776,6.024446,23.76,19.94,23.76,19.94,1280.831242,3081.615365,108.89,53.704,55.185
Simulation761,Urban,57,3,2.96,Low-SHGC-Value,Passive,ASHPBaseboard,Electric_WaterHeater,2013,23,25,4.7,0.13,23.4,24.2,6.6,0.43,22373.70417,7558.68384,5.335364,15.61,21.32,15.61,21.32,804.137552,1955.962915,90.114,36.007,54.107
Simulation762,Urban,176,2,2.8,External-Shading,Passive,DHWBaseboard,Gas_TanklessHeater,pre_1980,21,26,4.4,0.09,21.7,25,5.1,0.25,17465.84698,6237.802494,5.664698,34.31,19.41,34.31,19.41,635.022504,867.622775,137.513,84.286,53.228
Simulation763,City,175,8,3.38,External-Shading,GEG,ASHPBaseboard,Gas_WaterHeater,2010,22.6,24.1,5,0.13,20.6,26.3,6.6,0.49,57182.5669,16917.9192,4.399899,64.71,47.2,64.71,47.2,1719.634202,3769.890422,82.518,27.32,55.198
Simulation764,Suburbs,89,10,3.29,Low-SHGC-Value,NZEB,DHWBaseboard,Gas_WaterHeater,pre_1980,22.4,25.8,4.1,0.07,23,26,6,0.19,108307.4244,32920.18979,3.61468,48.11,64.52,48.11,64.52,2603.339616,3625.402525,115.834,60.047,55.788
Simulation767,Suburbs,93,2,4.08,Low-SHGC-Value,GEG,ASHPBaseboard,Electric_WaterHeater,2004,22.9,25.1,5.9,0.17,22.6,26.2,6,0.27,17847.6071,4374.413505,5.943685,18.1,26.75,18.1,26.75,634.358609,1532.211076,108.763,59.155,49.608
Simulation769,Suburbs,90,3,3.48,External-Shading,NZEB,ASHPBaseboard,Gas_TanklessHeater,1980_2004,22.9,24,4.5,0.18,23.1,26.6,6.4,0.17,22625.5499,6501.5948,5.779716,29.65,38.47,29.65,38.47,842.827566,2061.827187,97.37,44.286,53.084
Simulation770,Country,3,7,3.5,Low-SHGC-Value,Passive,ASHPBaseboard,Electric_TanklessHeater,2013,21.8,25.9,5.9,0.15,21.2,26.6,5.5,0.2,43358.5152,12388.1472,5.82808,25.13,19.4,25.13,19.4,1483.820633,3290.115759,92.97,38.377,54.594
Simulation771,Urban,153,2,3.87,Low-SHGC-Value,NZEB,ASHPBaseboard,Electric_WaterHeater,2007,23.8,24.9,4.5,0.17,20.6,26.8,6.3,0.26,26060.78849,6734.053872,5.078493,42.64,34.3,42.64,34.3,905.554778,2244.263064,105.188,52.554,52.633
Simulation772,City,137,4,3.12,Low-SHGC-Value,Passive,ASHPBaseboard,Gas_WaterHeater,2007,21.3,24.8,4.7,0.11,23.6,25.7,6.9,0.49,20497.03859,6569.56365,6.214037,21.05,14.57,21.05,14.57,764.935731,1791.380919,93.378,38.138,55.239
Simulation773,City,47,7,3.39,Low-SHGC-Value,GEG,ASHPBaseboard,Gas_WaterHeater,2004,22.1,24.6,4.4,0.08,20,24.1,6.3,0.5,62444.99003,18420.35104,4.212009,19.27,24.05,19.27,24.05,1955.083478,4594.594223,84.511,29.561,54.95
Simulation774,City,23,4,3.9,Low-SHGC-Value,GEG,DHWBaseboard,Electric_WaterHeater,1980_2004,22.1,24.3,4.2,0.08,20.2,26.5,6.3,0.47,18370.81958,4710.46656,6.603705,20.14,16.84,20.14,16.84,767.95308,1032.72719,200.203,146.307,53.895
Simulation776,Country,52,5,4.08,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_WaterHeater,pre_1980,22.4,25.6,5.6,0.15,21.8,25.2,5.7,0.43,66539.75092,16308.76248,3.912056,50.62,68.68,50.62,68.68,1805.445017,4173.46361,89.339,34.271,55.068
Simulation778,Suburbs,123,4,3.44,Low-SHGC-Value,Passive,DHWBaseboard,Gas_TanklessHeater,2007,21.8,24.5,4.2,0.11,23.6,26.8,5.4,0.39,35685.28548,10373.6295,5.044777,28.72,41.08,28.72,41.08,1070.88732,1463.779473,141.242,86.86,54.383
Simulation780,Country,120,3,4.44,Low-SHGC-Value,NZEB,DHWBaseboard,Gas_TanklessHeater,2004,21.6,24.4,4.5,0.09,20.9,24.7,6.8,0.45,30011.31949,6759.306192,5.459326,53.4,68.98,53.4,68.98,942.51564,1285.488272,181.883,128.752,53.131
Simulation781,Country,125,7,3.53,External-Shading,NZEB,ASHPBaseboard,Gas_TanklessHeater,2007,22.7,24.3,5.5,0.05,20.6,24.2,6.4,0.34,40351.13927,11430.91764,5.124808,51.36,64.77,51.36,64.77,1388.307369,3046.562535,93.191,36.436,56.755
Simulation782,City,37,1,3.48,Low-SHGC-Value,GEG,ASHPBaseboard,Electric_WaterHeater,2019,21,25.8,4.6,0.2,20.1,25.8,5.6,0.27,13202.78193,3793.902852,5.825866,42.49,28.1,42.49,28.1,549.206018,1244.575248,102.781,54.049,48.732
Simulation783,Country,153,3,4.45,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_WaterHeater,2019,22.5,24.5,5.6,0.05,23,26.8,5.8,0.2,26002.06456,5843.160576,5.997068,68.93,54.79,68.93,54.79,953.031893,2253.227691,120.736,66.6,54.136
Simulation784,City,98,8,3.14,External-Shading,GEG,BoilerBaseboard,Electric_TanklessHeater,2004,21.1,24.2,5.8,0.1,22.9,26.1,6.7,0.25,45303.30604,14427.80447,4.893154,45.69,62.42,45.69,62.42,1506.32163,1936.260011,143.12,87.539,55.581
Simulation786,Urban,1,10,4.38,External-Shading,Passive,DHWBaseboard,Electric_WaterHeater,2007,22.2,24.6,5.1,0.19,20.2,24.3,6.2,0.47,122958.0144,28072.60604,4.104262,29.43,21.27,29.43,21.27,3063.012336,4227.141952,119.505,63.817,55.688
Simulation787,Country,36,4,3.61,Low-SHGC-Value,GEG,ASHPBaseboard,Electric_TanklessHeater,2019,21.4,24.4,5.7,0.1,23.9,25.8,6.8,0.3,31386.46831,8694.31255,5.010152,41.38,27.83,41.38,27.83,1025.244352,2383.94579,93.89,41.068,52.822
Simulation788,Suburbs,60,5,3.6,Low-SHGC-Value,GEG,ASHPBaseboard,Electric_TanklessHeater,1980_2004,21.3,25.7,4.8,0.15,23.9,25.7,5.3,0.45,34330.77423,9536.326176,4.767883,45.12,61.37,45.12,61.37,1173.840392,2688.389871,94.99,39.85,55.14
Simulation790,Country,83,6,3.87,Low-SHGC-Value,Passive,BoilerBaseboard,Electric_TanklessHeater,2004,22.3,25,4.2,0.15,23.9,26.4,5.5,0.23,69025.38347,17836.0164,4.240619,49.03,67.64,49.03,67.64,1874.51747,2449.38793,156.69,101.928,54.762
Simulation792,Suburbs,89,10,3.15,Low-SHGC-Value,GEG,ASHPBaseboard,Electric_TanklessHeater,2019,21.4,25.8,4.3,0.08,23.6,25,6.8,0.24,71959.89153,22844.41001,4.086354,46.15,62.44,46.15,62.44,2114.361209,4768.960447,83.189,27.916,55.274
Simulation793,Urban,92,4,4.3,External-Shading,Passive,ASHPBaseboard,Electric_TanklessHeater,1980_2004,22,24.2,5.4,0.19,20.9,27,6.5,0.33,15362.26514,3572.6198,9.109216,21.1,23.34,21.1,23.34,762.097106,1843.440692,126.848,72.8,54.048
Simulation795,Urban,101,2,3.95,External-Shading,NZEB,ASHPBaseboard,Gas_WaterHeater,2019,21.4,24.3,4.4,0.17,24,26.2,5.4,0.45,22556.59421,5710.53018,5.355193,47.97,67.81,47.97,67.81,751.120721,1691.420442,94.15,42.047,52.104
Simulation796,Country,120,2,4.43,Low-SHGC-Value,NZEB,ASHPBaseboard,Electric_WaterHeater,1980_2004,21,25.4,5.2,0.05,21,24.8,5.4,0.2,19247.17127,4344.73392,6.437897,21.71,27.5,21.71,27.5,666.604631,1523.678081,110.183,60.419,49.764
Simulation798,Suburbs,74,3,2.92,Low-SHGC-Value,GEG,BoilerBaseboard,Gas_TanklessHeater,2019,21.1,25.4,5.4,0.18,23.6,26.1,6.1,0.43,12277.37098,4204.579104,6.836214,15.19,18.27,15.19,18.27,568.51462,752.828136,204.088,151.17,52.919
Simulation799,Suburbs,80,7,3.26,External-Shading,Passive,BoilerBaseboard,Gas_TanklessHeater,2010,21,25.8,5.2,0.11,21.7,25.6,6.1,0.37,50594.1006,15519.66276,4.702758,14.55,22.49,14.55,22.49,1477.92585,1924.642416,134.969,78.665,56.303
Simulation800,Urban,72,9,2.86,Low-SHGC-Value,NZEB,BoilerBaseboard,Gas_TanklessHeater,2013,22.4,25.7,4.6,0.09,20.1,26.4,5.3,0.43,15347.33429,5366.2008,8.658407,13.99,17.77,13.99,17.77,822.54049,1091.654516,230.312,174.961,55.351
Simulation801,City,91,5,3.83,Low-SHGC-Value,NZEB,DHWBaseboard,Gas_WaterHeater,2004,21.3,25.6,4.1,0.17,21.5,24.2,5.2,0.18,52515.97684,13711.7433,4.283269,20.68,27.5,20.68,27.5,1396.646316,1929.56852,134,78.535,55.466
Simulation802,Country,12,1,3.79,Low-SHGC-Value,NZEB,BoilerBaseboard,Electric_WaterHeater,2013,21.4,24.3,5.5,0.07,22.6,26.1,6.5,0.2,13162.9122,3473.063904,6.346823,24.18,20.73,24.18,20.73,540.45359,715.665407,257.374,205.905,51.469
Simulation803,Suburbs,162,9,4.09,External-Shading,GEG,DHWBaseboard,Electric_WaterHeater,2016,21.4,24.9,5.6,0.17,21.6,25.7,6.8,0.41,92748.76558,22676.9598,3.927969,46.86,28.93,46.86,28.93,2248.043472,3132.936377,120.268,64.675,55.594
Simulation804,City,179,2,3.8,Low-SHGC-Value,Passive,ASHPBaseboard,Gas_TanklessHeater,2007,23.7,26,4.4,0.08,20.6,25.9,5.5,0.23,12666.88263,3333.390165,7.61297,63.28,49.33,63.28,49.33,535.079703,1321.691518,120.889,67.235,53.655
Simulation805,Urban,162,3,4.18,External-Shading,Passive,ASHPBaseboard,Gas_TanklessHeater,2013,23.8,25.9,4.4,0.2,21.4,26.4,5.7,0.47,33405.14529,7991.661552,5.251057,44.81,32.88,44.81,32.88,1069.397311,2617.278899,100.394,44.891,55.503
Simulation806,Urban,58,4,3.24,External-Shading,GEG,ASHPBaseboard,Electric_TanklessHeater,1980_2004,21,25.2,4.6,0.16,21.8,25.1,5.2,0.46,32169.34579,9928.81043,4.461988,48.23,61.6,48.23,61.6,1067.979786,2295.073945,83.093,28.678,54.415
Simulation807,Urban,51,4,3.46,External-Shading,NZEB,DHWBaseboard,Gas_WaterHeater,2013,24,24.7,4.1,0.07,20.9,26.2,5,0.17,48152.00579,13916.76468,3.840621,30.88,41.11,30.88,41.11,1358.734848,1888.405653,142.258,86.504,55.753
Simulation811,Urban,85,8,3.7,Low-SHGC-Value,NZEB,ASHPBaseboard,Electric_TanklessHeater,2004,21.9,25.1,4.5,0.17,20.7,25.2,6,0.45,51082.28167,13806.02207,5.081613,51.13,61.56,51.13,61.56,1859.530022,4396.652463,94.758,38.516,56.242
Simulation812,City,169,6,4.31,Low-SHGC-Value,NZEB,DHWBaseboard,Electric_WaterHeater,2010,23,24.6,5.4,0.09,22.4,27,6.5,0.24,39404.42833,9142.558776,6.108195,64.34,56.03,64.34,56.03,1553.602824,2131.321916,226.954,172.274,54.679
Simulation813,Suburbs,58,1,3.16,External-Shading,GEG,ASHPBaseboard,Gas_WaterHeater,2004,22.8,25.1,5.1,0.11,21.5,24.8,5.1,0.16,9687.528323,3065.67352,6.955474,49.91,62.15,49.91,62.15,466.877342,1120.572702,110.106,61.643,48.462
Simulation814,Country,163,9,3.91,Low-SHGC-Value,Passive,ASHPBaseboard,Electric_TanklessHeater,2007,22,24.8,5.7,0.08,21.2,26.8,5.1,0.15,43150.21729,11035.8612,6.227036,41.45,29.61,41.45,29.61,1630.416852,3923.943856,105.335,50.192,55.144
Simulation815,City,154,1,3.56,Low-SHGC-Value,GEG,ASHPBaseboard,Electric_WaterHeater,2016,23.2,24.3,5.8,0.13,22.4,25.5,6.6,0.21,6857.29991,1926.20784,7.885679,22.97,17.57,22.97,17.57,330.181792,891.414332,123.896,73.874,50.021
Simulation816,Country,179,1,3.39,Low-SHGC-Value,Passive,ASHPBaseboard,Gas_TanklessHeater,1980_2004,22.8,25.5,5.9,0.19,22.4,25.8,6.9,0.19,8928.208422,2633.6898,7.946574,40.07,26.5,40.07,26.5,409.552285,1006.643467,117.877,65.317,52.56
Simulation818,Suburbs,125,4,3.12,External-Shading,NZEB,ASHPBaseboard,Gas_WaterHeater,pre_1980,22.8,24.1,5.3,0.06,21.1,24.2,5.1,0.24,32478.46693,10409.76504,4.314845,15.5,24.14,15.5,24.14,988.419767,2310.283884,86.676,32.139,54.537
Simulation820,Country,156,5,3.34,Low-SHGC-Value,NZEB,DHWBaseboard,Electric_WaterHeater,1980_2004,21.4,24.8,4.9,0.15,20.8,24.3,6.6,0.37,15989.73063,4787.3445,7.548469,23.46,12.14,23.46,12.14,643.81446,882.042696,166.456,111.542,54.913
Simulation822,Urban,45,3,2.83,Low-SHGC-Value,Passive,DHWBaseboard,Electric_WaterHeater,2016,21.1,25.5,5.6,0.05,22.8,24.2,5.2,0.33,13975.62183,4938.382272,6.894444,20.2,14.89,20.2,14.89,566.89098,774.529668,156.786,103.83,52.956
Simulation823,Suburbs,11,4,4.46,Low-SHGC-Value,NZEB,BoilerBaseboard,Electric_TanklessHeater,2007,23.6,25.8,5.3,0.13,20.1,24.6,5.9,0.18,58922.79209,13211.38836,4.120189,29.12,22.35,29.12,22.35,1590.6009,2106.001585,195.584,141.637,53.947
Simulation824,City,4,3,3.33,Low-SHGC-Value,Passive,ASHPBaseboard,Gas_WaterHeater,1980_2004,22.1,25.5,5.5,0.12,20.5,24.6,6.2,0.4,14988.76391,4501.130304,6.870827,22.46,11.5,22.46,11.5,585.338714,1387.666644,97.821,42.297,55.525
Simulation825,Country,97,3,3.02,Low-SHGC-Value,Passive,DHWBaseboard,Gas_WaterHeater,1980_2004,22.8,24.6,5,0.09,22.9,24.7,5.8,0.46,13856.26833,4588.16832,6.978055,44.8,56.26,44.8,56.26,581.655528,789.638118,174.617,118.342,56.275
Simulation826,Suburbs,124,4,3.07,External-Shading,Passive,ASHPBaseboard,Gas_TanklessHeater,2013,21.2,24.9,5.9,0.2,22.8,26.6,6.8,0.27,40167.92989,13084.01625,4.639882,49.8,61.46,49.8,61.46,1279.503667,2720.942902,78.602,24.353,54.25
Simulation827,Country,109,6,2.96,External-Shading,NZEB,BoilerBaseboard,Gas_TanklessHeater,2016,21,24.8,4.9,0.09,23,26.9,6.9,0.25,32574.32174,11004.83843,4.91445,16.69,20.49,16.69,20.49,1085.86468,1420.0253,147.315,90.928,56.387
Simulation835,Suburbs,95,5,3.66,External-Shading,NZEB,BoilerBaseboard,Electric_TanklessHeater,2013,23.7,24.5,6,0.19,21.9,26.1,6.6,0.18,34293.91847,9369.92308,5.088931,50.33,63.5,50.33,63.5,1250.31792,1650.352619,190.244,136.546,53.699
Simulation836,City,107,7,3.55,External-Shading,GEG,BoilerBaseboard,Electric_WaterHeater,2013,23.5,24.6,4.9,0.13,22.3,26.1,5.4,0.29,35097.2028,9886.536,5.681213,50.26,64.2,50.26,64.2,1410.5123,1859.936742,194.764,140.672,54.092
Simulation837,Suburbs,47,2,2.95,External-Shading,NZEB,BoilerBaseboard,Gas_TanklessHeater,2016,22.6,24.9,5.5,0.15,20.6,24.9,5.9,0.5,9670.006804,3277.968408,7.150087,16.33,20.88,16.33,20.88,442.39457,581.17348,206.623,151.687,54.935
Simulation839,City,141,9,3.97,External-Shading,GEG,ASHPBaseboard,Electric_WaterHeater,2019,23,24.5,5.7,0.05,23.7,25.6,6.7,0.2,56449.61548,14219.04672,4.914359,25.71,19.36,25.71,19.36,1963.195124,4780.360641,108.945,52.704,56.241
