Simulation,Unnamed: 0,Terrain,Orientation,NumberOfFloors,FloorHeight,Fassade,RasterLength-X,RasterLength-Y,Arm-Latitudinal-NumberOfSegments,Arm-Longitudinal-NumberOfSegments,BaseBody-Inside-Latditudinal-NumberOfSegments,Courtyard_SegmentCount_RasterLength-Y,Has_Courtyard-Roof,Shading,EnergyStandard,HVAC-System,ServiceHotWater,BuildingSystemVintage,Open Office: Heating Setpoint,Open Office: Cooling Setpoint,Open Office: ACH,Open Office: PPA,Meeting: Heating Setpoint,Meeting: Cooling Setpoint,Meeting: ACH,Meeting: PPA,Volume [m³],Area [m²],A/V,Window to Wall Ratio [%],Construction Area [%],Window to Wall Ratio North [%],Window to Wall Ratio East [%],Window to Wall Ratio South [%],Window to Wall Ratio West [%],EUI [kWh/m²a],EUI Heating [kWh/m²a],EUI Cooling [kWh/m?a],EUI Interior Lighting [kWh/m?a],EUI Exterior Lighting [kWh/m?a],EUI Interior Equipment [kWh/m?a],EUI Exterior Equipment [kWh/m?a],EUI Fans [kWh/m?a],EUI Pumps [kWh/m?a],EUI Heat Rejection [kWh/m?a],EUI Humidification [kWh/m?a],EUI Heat Recovery [kWh/m?a],EUI Water Systems [kWh/m?a],EUI Refrigeration [kWh/m?a],EUI Generators [kWh/m?a],EUI Electric Equipment [kWh/m?a],EUI Electricity [kWh],EUI Natrual Gas [kWh/m?a],EUI District Heating [kWh/m?a],EUI District Cooling [kWh/m?a],Boiler  Design Size Nominal Capacity [kW],CentralAirSourceHeatPumpCapacity[kW],District Heating Peak [kW],Baseboard Capacity Average [kW],Baseboard Capacity Sum [kW],Service Hot Water Tank Volume [m],Service Hot Water Design Flow Rate [l/min]
Simulation1082,1082,Country,142,9,4.34,Vertical-Windows,2.36,2.7,5,5,4,12.65,FALSE,Low-SHGC-Value,NZEB,ASHPBaseboard,Electric_TanklessHeater,2010,22.3,25.2,4.6,0.2,23.3,24.1,6.1,0.45,81262.68948,18724.122,0.230415,0.225285,4.509979,28.51,19.33,28.51,19.33,97.424,41.413,0,16.246,0,0,0,0,0.214,0,0,0,1.615,0,0,37.936,97.431598,0,0,0,0,2451.553718,0,71.023162,6107.991927,0,0
Simulation1083,1083,Urban,157,2,3.46,Ribbon-Windows,2.76,3.97,4,5,4,7.24,TRUE,External-Shading,NZEB,DHWBaseboard,Gas_TanklessHeater,2004,24,25.8,4.2,0.16,21.6,24.4,5.9,0.26,23713.14272,6853.509456,0.289017,0.520848,4.831953,62.13,48.44,62.13,48.44,170.574,114.004,0,15.267,0,0,0,0,0.125,0,0,0,9.472,0,0,31.706,47.101694,9.472385,114.013153,0,0,0,695.49205,49.537991,1139.373801,0,0
Simulation1085,1085,Suburbs,85,5,3.94,Ribbon-Windows,2.53,2.14,4,4,3,7.7,TRUE,Low-SHGC-Value,Passive,BoilerBaseboard,Gas_TanklessHeater,2016,21.5,24.4,4.4,0.16,21.2,24,5.5,0.46,20892.50987,5302.66748,0.253807,0.534757,7.283633,47.16,63.35,47.16,63.35,220.859,164.698,0,16.002,0,0,0,0,0.131,0,0,0,3.771,0,0,36.257,52.394989,168.48259,0,0,835.46163,0,0,21.727091,1086.354541,0,0
Simulation1086,1086,City,94,4,4.48,Vertical-Windows,3.8,2.3,3,4,4,8.12,TRUE,External-Shading,GEG,DHWBaseboard,Gas_TanklessHeater,2004,21.2,24.9,5.3,0.14,22.2,26.6,6.3,0.39,35920.98048,8018.076,0.223214,0.217604,4.834161,15.46,28.62,15.46,28.62,158.032,102.408,0,15.742,0,0,0,0,0.108,0,0,0,5.169,0,0,34.605,50.458759,5.169287,102.41668,0,0,0,851.29569,34.09556,1397.917971,0,0
Simulation1087,1087,Suburbs,88,6,4.01,Vertical-Windows,3.46,3.92,5,5,4,9.01,FALSE,External-Shading,Passive,ASHPBaseboard,Gas_TanklessHeater,1980_2004,21,25,5,0.09,23.6,25.8,5.3,0.47,97770.27702,24381.61522,0.249377,0.231556,3.630901,20.87,28.2,20.87,28.2,83.025,26.144,0,16.127,0,0,0,0,0.132,0,0,0,3.295,0,0,37.327,79.736064,3.295551,0,0,0,2357.741129,0,90.858353,5360.642834,0,0
Simulation1088,1088,Urban,56,7,3.95,Vertical-Windows,2.13,3.57,4,4,3,9.27,FALSE,Low-SHGC-Value,NZEB,BoilerBaseboard,Gas_TanklessHeater,2010,21.7,24.7,4,0.18,20.7,25.8,6.8,0.36,42504.82027,10760.71399,0.253165,0.220841,5.598774,21.51,23.69,21.51,23.69,200.539,144.671,0,16.134,0,0,0,0,0.118,0,0,0,2.608,0,0,37.009,53.264635,147.290891,0,0,1523.62546,0,0,29.485376,2005.005585,0,0
Simulation1090,1090,Urban,77,3,3.46,Ribbon-Windows,3.51,3.66,3,5,3,11.91,FALSE,External-Shading,NZEB,ASHPBaseboard,Electric_WaterHeater,1980_2004,23.5,25,4.4,0.11,21.9,26.3,6.6,0.41,35269.57978,10193.52017,0.289017,0.55072,4.094865,46.26,65.55,46.26,65.55,87.257,34.053,0,15.513,0,0,0,0,0.185,0,0,0,4.738,0,0,32.768,87.263939,0,0,0,0,1127.326519,0,89.535689,2865.142032,580,9.66
Simulation1092,1092,City,177,4,3.49,Vertical-Windows,2.3,2.48,4,4,2,10.29,FALSE,External-Shading,NZEB,DHWBaseboard,Gas_TanklessHeater,2004,22,24.3,5.2,0.07,22.3,26.6,5.5,0.46,14198.63922,4068.378,0.286533,0.189899,7.280654,23.49,15.94,23.49,15.94,190.966,136.469,0,15.859,0,0,0,0,0.141,0,0,0,3.702,0,0,34.794,50.79892,3.702288,136.480061,0,0,0,529.7348,21.354375,875.529379,0,0
Simulation1093,1093,Urban,3,9,4.13,Vertical-Windows,2.16,2.39,5,3,3,10.18,TRUE,External-Shading,NZEB,BoilerBaseboard,Gas_WaterHeater,2010,23.6,25.4,4.1,0.11,22.7,26,5.8,0.42,35661.02289,8634.63024,0.242131,0.209075,6.709862,22.7,20.11,22.7,20.11,297.448,241.854,0,16.205,0,0,0,0,0.196,0,0,0,1.898,0,0,37.295,53.700221,243.771179,0,0,1625.482,0,0,25.108708,2159.348898,140,2.34
Simulation1095,1095,Country,80,3,4.03,Vertical-Windows,2.25,3.7,4,4,2,9.61,FALSE,Low-SHGC-Value,NZEB,BoilerBaseboard,Gas_TanklessHeater,2010,21.2,25.5,4.9,0.1,22.4,24.6,6.1,0.26,18257.77395,4530.465,0.248139,0.229682,6.77369,22.22,24.71,22.22,24.71,249.823,195.459,0,15.684,0,0,0,0,0.157,0,0,0,4.847,0,0,33.676,49.521144,200.321462,0,0,736.27455,0,0,30.468606,974.995391,0,0
Simulation1096,1096,Suburbs,87,3,4.37,Vertical-Windows,2.35,2.81,5,4,2,10.78,TRUE,External-Shading,Passive,BoilerBaseboard,Electric_WaterHeater,2013,23.8,25,4.9,0.09,22.7,26.7,6.8,0.48,17764.5508,4065.1146,0.228833,0.25157,7.87824,25.02,25.41,25.02,25.41,290.915,237.112,0,15.738,0,0,0,0,0.195,0,0,0,3.833,0,0,34.037,53.807686,237.130907,0,0,757.0991,0,0,31.394476,1004.623217,170,2.82
Simulation1098,1098,Urban,120,8,3.46,Vertical-Windows,2.74,2.55,4,4,3,11.37,TRUE,Low-SHGC-Value,Passive,DHWBaseboard,Gas_TanklessHeater,2013,23.3,24.3,4.3,0.13,22.2,26.7,7,0.28,41878.6289,12103.64997,0.289017,0.182798,5.817621,15.7,21.87,15.7,21.87,153.182,97.807,0,16.152,0,0,0,0,0.105,0,0,0,2.131,0,0,36.987,53.24807,2.13107,97.814639,0,0,0,1239.71572,26.648474,2051.932487,0,0
Simulation1102,1102,Suburbs,49,2,3.73,Horizontal-Windows,3.74,2.59,4,3,2,10.48,FALSE,Low-SHGC-Value,GEG,ASHPBaseboard,Gas_TanklessHeater,pre_1980,23,25.4,4.4,0.13,23.7,25.1,6.6,0.21,12400.16538,3324.44112,0.268097,0.352427,7.340331,29.1,41.69,29.1,41.69,119.728,68.279,0,15.211,0,0,0,0,0.37,0,0,0,5.766,0,0,30.102,113.970666,5.766679,0,0,0,533.310818,0,56.411355,1297.461161,0,0
Simulation1103,1103,Urban,178,1,3.88,Vertical-Windows,2.67,3.65,5,4,3,11.78,TRUE,External-Shading,Passive,ASHPBaseboard,Gas_TanklessHeater,2016,22.2,24.5,4.6,0.16,22,24.8,6.9,0.24,13496.05178,3478.36386,0.257732,0.221343,7.183685,23.6,21.49,23.6,21.49,112.722,62.197,0,14.423,0,0,0,0,0.32,0,0,0,10.335,0,0,25.446,102.395203,10.336157,0,0,0,581.471884,0,102.522253,1435.311537,0,0
Simulation1104,1104,City,120,2,2.99,Vertical-Windows,3.71,3.69,5,3,3,9.55,FALSE,Low-SHGC-Value,NZEB,DHWBaseboard,Electric_WaterHeater,2007,21,24.6,5.4,0.17,21.6,24.8,6.1,0.36,18278.54229,6113.224845,0.334448,0.195569,5.45165,17.69,23.51,17.69,23.51,146.317,95.063,0,15.225,0,0,0,0,0.1,0,0,0,5.168,0,0,30.761,51.258231,0,95.070254,0,0,0,576.96545,40.680443,935.650196,370,6.18
Simulation1105,1105,City,132,5,3.26,Vertical-Windows,3.18,3.16,5,3,4,10.08,TRUE,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_TanklessHeater,2004,23.9,25.9,5.7,0.11,23.3,25.7,6.5,0.21,38273.09769,11740.21402,0.306748,0.193518,4.832826,17.57,23.43,17.57,23.43,96.277,41.555,0,15.91,0,0,0,0,0.231,0,0,0,3.045,0,0,35.536,93.239985,3.044861,0,0,0,1312.768937,0,68.56068,3428.033982,0,0
Simulation1110,1110,Country,14,4,3.3,Horizontal-Windows,3.9,3.66,4,4,3,9.67,FALSE,Low-SHGC-Value,NZEB,BoilerBaseboard,Electric_TanklessHeater,2007,21.1,25.6,4.4,0.16,20.4,25.8,5.3,0.3,41190.26769,12481.8993,0.30303,0.326654,4.221136,40.37,27.67,40.37,27.67,137.231,83.122,0,15.815,0,0,0,0,0.068,0,0,0,3.374,0,0,34.852,54.113123,83.129011,0,0,1206.41656,0,0,38.225211,1567.233656,0,0
Simulation1111,1111,Suburbs,112,4,3.1,Vertical-Windows,3.89,3.95,3,5,4,7.56,TRUE,External-Shading,GEG,ASHPBaseboard,Gas_TanklessHeater,pre_1980,23.8,25.4,5.8,0.16,22.5,24.4,6.3,0.26,49071.56811,15829.5381,0.322581,0.188935,3.100267,16.52,22.88,16.52,22.88,85.02,28.207,0,15.794,0,0,0,0,0.156,0,0,0,5.749,0,0,35.114,79.276912,5.749732,0,0,0,1362.462373,0,81.619466,3346.398105,0,0
Simulation1112,1112,City,69,6,3.93,Ribbon-Windows,2.05,2.05,4,4,4,12.8,TRUE,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_TanklessHeater,1980_2004,23.2,25.9,5.8,0.12,22,26.5,5.4,0.39,27984.41388,7120.716,0.254453,0.526527,6.311713,45.46,64.06,45.46,64.06,112.877,57.799,0,15.982,0,0,0,0,0.305,0,0,0,2.802,0,0,35.988,110.083115,2.802687,0,0,0,1161.004724,0,51.291418,3026.193641,0,0
Simulation1113,1113,City,113,8,3.77,Vertical-Windows,2.27,3.06,5,5,4,8.78,TRUE,Low-SHGC-Value,Passive,ASHPBaseboard,Electric_TanklessHeater,1980_2004,22.2,25.8,5.7,0.17,23.3,24,5.4,0.47,60785.14455,16123.38052,0.265252,0.211767,5.020462,19.99,24.33,19.99,24.33,92.111,35.429,0,16.256,0,0,0,0,0.185,0,0,0,2.044,0,0,38.198,92.118432,0,0,0,0,2033.66345,0,65.948912,5078.0662,0,0
Simulation1114,1114,Suburbs,86,5,3.48,Vertical-Windows,3.16,3.27,3,3,2,7.27,FALSE,External-Shading,NZEB,ASHPBaseboard,Gas_TanklessHeater,2007,21.1,24.2,5.9,0.15,20.2,24.1,5.6,0.28,20788.20776,5973.62292,0.287356,0.178332,6.49545,15.67,21.38,15.67,21.38,96.686,42.02,0,15.919,0,0,0,0,0.206,0,0,0,3.422,0,0,35.119,93.270749,3.422729,0,0,0,804.892912,0,35.718222,1785.911097,0,0
Simulation1117,1117,Country,163,8,2.91,Vertical-Windows,2.77,3.75,3,4,2,12.22,TRUE,External-Shading,NZEB,DHWBaseboard,Gas_TanklessHeater,2010,21.7,25.7,4.3,0.19,20.6,25.6,6,0.5,39111.52399,13440.38625,0.343643,0.190603,5.171017,22.23,16.8,22.23,16.8,110.739,56.549,0,16.085,0,0,0,0,0.059,0,0,0,2.037,0,0,36.009,52.15647,2.037554,56.553809,0,0,0,993.73914,21.250106,1636.258136,0,0
Simulation1118,1118,Urban,7,9,3.12,Vertical-Windows,3.1,3.66,4,3,2,8.93,FALSE,External-Shading,NZEB,ASHPBaseboard,Gas_TanklessHeater,2004,22.2,25.5,4.4,0.16,21.6,24.6,5.7,0.34,41718.33432,13371.261,0.320513,0.198054,5.312953,21.44,18.98,21.44,18.98,88.18,33.226,0,16.193,0,0,0,0,0.168,0,0,0,1.678,0,0,36.914,86.508159,1.678485,0,0,0,1600.975312,0,44.271102,3807.314787,0,0
Simulation1119,1119,Urban,32,8,3.5,Ribbon-Windows,3.43,3.61,4,3,3,8.81,TRUE,Low-SHGC-Value,GEG,ASHPBaseboard,Electric_WaterHeater,2010,22.5,24.9,4.3,0.08,23,24.7,5.6,0.39,57077.51199,16307.86057,0.285714,0.541282,4.453879,62.99,49.83,62.99,49.83,95.269,40.224,0,16.146,0,0,0,0,0.212,0,0,0,1.764,0,0,36.923,95.27661,0,0,0,0,1873.320552,0,56.6463,4361.765107,340,5.58
Simulation1120,1120,Urban,27,6,3.9,Horizontal-Windows,3.81,2.96,3,3,2,7.47,TRUE,External-Shading,Passive,DHWBaseboard,Electric_WaterHeater,2007,22.1,25.8,4,0.2,22.8,24.9,6.5,0.45,30235.86587,7752.78612,0.25641,0.342993,6.556009,37.92,31.31,37.92,31.31,155.813,101.514,0,16.006,0,0,0,0,0.106,0,0,0,2.503,0,0,35.683,54.303793,0,101.521755,0,0,0,913.62938,25.527022,1506.094295,220,3.66
Simulation1121,1121,City,51,2,3.03,Vertical-Windows,3.12,3.68,4,3,3,8.91,FALSE,External-Shading,GEG,ASHPBaseboard,Gas_TanklessHeater,2016,23.8,26,5.1,0.13,22,26.7,6.4,0.41,14232.62925,4697.237376,0.330033,0.184304,5.74174,17.39,20.82,17.39,20.82,103.696,51.195,0,15.157,0,0,0,0,0.281,0,0,0,6.764,0,0,30.299,96.939972,6.76456,0,0,0,610.8743,0,69.225387,1592.183911,0,0
Simulation1124,1124,Suburbs,60,3,4.24,Horizontal-Windows,3.35,2.25,4,5,3,11.62,FALSE,External-Shading,GEG,ASHPBaseboard,Electric_TanklessHeater,pre_1980,24,24.8,4.3,0.18,23.6,25.7,6.9,0.45,27016.86024,6371.901,0.235849,0.420591,5.449685,34.35,49,34.35,49,108.159,54.389,0,15.608,0,0,0,0,0.296,0,0,0,4.366,0,0,33.5,108.168002,0,0,0,0,930.985745,0,74.148952,2372.766466,0,0
Simulation1125,1125,Urban,5,7,3.25,Horizontal-Windows,3.25,3.44,5,4,3,12.42,FALSE,External-Shading,NZEB,ASHPBaseboard,Gas_TanklessHeater,2007,21.9,24.4,5.3,0.07,22.5,24.9,5.2,0.21,61897.3992,19045.3536,0.307692,0.330211,4.238624,39.02,29.52,39.02,29.52,82.9,27.653,0,16.124,0,0,0,0,0.144,0,0,0,2.165,0,0,36.814,80.741243,2.165181,0,0,0,1918.886553,0,67.045081,4559.065533,0,0
Simulation1126,1126,Country,127,6,3.97,Ribbon-Windows,3.91,3.83,3,5,2,12.03,FALSE,External-Shading,Passive,ASHPBaseboard,Electric_WaterHeater,2013,23,25.6,5.2,0.07,20.3,27,5.1,0.43,67243.11787,16937.81307,0.251889,0.607442,4.532379,51.26,69.6,51.26,69.6,84.229,29.897,0,16.014,0,0,0,0,0.154,0,0,0,2.394,0,0,35.77,84.235783,0,0,0,0,1808.745482,0,67.151816,3961.957141,480,8.04
Simulation1127,1127,Urban,82,9,3.55,Ribbon-Windows,2.21,3.73,4,5,4,9.2,FALSE,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_WaterHeater,2013,24,25.4,5.7,0.08,20.7,26.3,5.2,0.48,71637.57432,20179.5984,0.28169,0.51938,4.361033,48.58,61.67,48.58,61.67,94.94,37.859,0,16.257,0,0,0,0,0.207,0,0,0,2.488,0,0,38.129,92.45995,2.487722,0,0,0,2276.698632,0,65.991507,5675.269599,480,7.98
Simulation1128,1128,Urban,7,9,3.9,Vertical-Windows,2.63,3.96,3,5,3,8.76,TRUE,Low-SHGC-Value,NZEB,DHWBaseboard,Gas_TanklessHeater,2019,23.5,24.1,5.6,0.19,23.5,25.1,6.8,0.27,75272.7587,19300.70736,0.25641,0.213907,4.248456,25.34,19.43,25.34,19.43,147.487,90.915,0,16.23,0,0,0,0,0.1,0,0,0,2.487,0,0,37.755,54.089413,2.487442,90.922179,0,0,0,1837.91265,35.321249,3037.627406,0,0
Simulation1129,1129,Suburbs,153,5,3.12,Vertical-Windows,3.02,3.92,5,3,2,7.6,FALSE,Low-SHGC-Value,Passive,ASHPBaseboard,Electric_WaterHeater,pre_1980,23.4,25.8,4.5,0.16,21.5,26.1,6.4,0.15,26150.55206,8381.5872,0.320513,0.187024,6.427215,20.13,18.19,20.13,18.19,99.561,44.608,0,16.055,0,0,0,0,0.234,0,0,0,2.419,0,0,36.245,99.569424,0,0,0,0,1110.119897,0,56.652111,2832.605537,230,3.84
Simulation1131,1131,Suburbs,48,7,4.19,Vertical-Windows,2.05,2.22,3,4,2,11.24,TRUE,Low-SHGC-Value,GEG,BoilerBaseboard,Electric_WaterHeater,2010,21.4,24.4,5.3,0.11,20.5,24.2,5.6,0.21,21082.34366,5031.5856,0.238663,0.208902,7.653909,15,27.86,15,27.86,283.807,229.471,0,16.049,0,0,0,0,0.181,0,0,0,2.257,0,0,35.85,54.341048,229.489117,0,0,942.68215,0,0,18.22851,1239.538662,120,1.98
Simulation1132,1132,City,133,9,3.48,Vertical-Windows,3.2,2.72,4,3,3,10.21,FALSE,Low-SHGC-Value,NZEB,BoilerBaseboard,Electric_WaterHeater,2019,21.1,24.9,5.3,0.16,23.2,26.3,5.2,0.2,47455.21766,13636.5568,0.287356,0.185136,5.401421,14.78,24.2,14.78,24.2,171.885,117.158,0,16.165,0,0,0,0,0.094,0,0,0,1.526,0,0,36.941,54.730831,117.167463,0,0,1631.69592,0,0,25.128493,2161.050358,240,3.96
Simulation1135,1135,Urban,92,3,3.96,Ribbon-Windows,2.93,2.6,3,3,3,10.97,TRUE,Low-SHGC-Value,Passive,ASHPBaseboard,Electric_WaterHeater,2004,21.1,24.6,6,0.14,20.6,24.5,5.2,0.35,17592.35101,4442.51288,0.252525,0.541584,7.125677,45.31,65.73,45.31,65.73,101.658,50.098,0,15.41,0,0,0,0,0.248,0,0,0,4.155,0,0,31.748,101.666755,0,0,0,0,652.113302,0,44.831602,1434.611272,210,3.42
Simulation1136,1136,City,119,9,3.49,Horizontal-Windows,3.02,2.16,3,3,2,11.89,FALSE,Low-SHGC-Value,Passive,BoilerBaseboard,Electric_WaterHeater,2013,23.2,24.3,4.9,0.11,20,24,6.6,0.45,27740.33201,7948.5192,0.286533,0.32693,8.055764,21.49,42.1,21.49,42.1,226.013,172.634,0,16.071,0,0,0,0,0.139,0,0,0,1.517,0,0,35.652,53.38318,172.647626,0,0,1259.2984,0,0,19.691192,1693.442486,130,2.1
Simulation1138,1138,Country,110,4,3.16,Horizontal-Windows,2.79,3.38,3,4,2,8.65,FALSE,External-Shading,Passive,DHWBaseboard,Gas_WaterHeater,1980_2004,22.6,24.3,6,0.18,22.6,26.4,6.9,0.35,18125.50451,5735.91915,0.316456,0.277453,6.633358,25.04,31.88,25.04,31.88,152.022,96.929,0,15.813,0,0,0,0,0.102,0,0,0,4.658,0,0,34.52,50.440098,4.658155,96.936892,0,0,0,561.02945,22.510899,922.946879,240,4.08
Simulation1140,1140,Suburbs,15,4,4.05,Vertical-Windows,2.33,3.72,4,5,3,8.11,FALSE,Low-SHGC-Value,GEG,BoilerBaseboard,Electric_WaterHeater,2010,23.4,25.6,5.1,0.08,21.2,25.4,6.8,0.4,33483.74055,8267.59026,0.246914,0.228896,4.862359,25.59,21.83,25.59,21.83,219.974,164.215,0,15.902,0,0,0,0,0.137,0,0,0,4.019,0,0,35.702,55.764026,164.227994,0,0,1182.38344,0,0,38.840112,1592.444573,390,6.54
Simulation1141,1141,Urban,110,6,2.88,Vertical-Windows,2.18,2.75,5,4,4,11.08,FALSE,Low-SHGC-Value,GEG,DHWBaseboard,Gas_TanklessHeater,2004,22.1,25.1,4.5,0.16,20.8,25.5,6.4,0.5,29041.42982,10083.8298,0.347222,0.161325,5.17089,14.39,20.39,14.39,20.39,130.544,75.001,0,16.052,0,0,0,0,0.08,0,0,0,2.821,0,0,36.591,52.726414,2.821023,75.006714,0,0,0,919.81845,25.570588,1508.664675,0,0
Simulation1143,1143,Suburbs,159,4,4.14,Vertical-Windows,2.08,2.12,4,3,2,7.51,FALSE,Low-SHGC-Value,Passive,DHWBaseboard,Electric_WaterHeater,2010,21,26,4,0.09,22.2,24.2,6.8,0.26,9670.980384,2335.9856,0.241546,0.195856,10.831206,21.2,18.73,21.2,18.73,278.89,224.163,0,15.866,0,0,0,0,0.227,0,0,0,3.764,0,0,34.87,54.731353,0,224.180565,0,0,0,436.06657,17.148252,703.078334,90,1.44
Simulation1144,1144,Urban,90,10,3.17,Horizontal-Windows,2.03,3.73,3,4,3,12.08,TRUE,External-Shading,NZEB,DHWBaseboard,Gas_WaterHeater,2016,23.5,24.9,5.9,0.11,20.4,25.8,5.7,0.3,48633.76247,15341.8809,0.315457,0.255003,4.955843,23.9,29.16,23.9,29.16,139.977,84.733,0,16.18,0,0,0,0,0.091,0,0,0,1.938,0,0,37.035,53.31006,1.938024,84.739803,0,0,0,1428.87225,24.771314,2353.274868,270,4.56
Simulation1145,1145,Urban,59,2,3.49,Vertical-Windows,2.95,3.49,5,3,3,10.15,FALSE,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_TanklessHeater,2019,22.7,24.3,4.9,0.07,23.7,24.6,6,0.41,16497.8541,4727.178825,0.286533,0.220691,6.282944,21.06,24.51,21.06,24.51,111.835,59.697,0,15.205,0,0,0,0,0.324,0,0,0,6.028,0,0,30.581,105.816202,6.028271,0,0,0,678.026589,0,72.944741,1677.729035,0,0
Simulation1148,1148,City,161,7,2.9,Horizontal-Windows,3.18,2.89,4,3,4,11.93,FALSE,External-Shading,GEG,DHWBaseboard,Electric_TanklessHeater,2004,22.3,24.1,5.1,0.13,20.5,25.2,5.5,0.34,43361.0546,14952.08779,0.344828,0.255927,4.409934,33.02,21.15,33.02,21.15,115.182,61.184,0,16.027,0,0,0,0,0.064,0,0,0,1.75,0,0,36.157,54.001416,0,61.189392,0,0,0,1085.03401,26.712053,1816.419607,0,0
Simulation1150,1150,Suburbs,140,4,3.72,Ribbon-Windows,3.84,2.26,4,5,2,12.68,TRUE,External-Shading,Passive,ASHPBaseboard,Electric_WaterHeater,2004,23.5,24.3,5,0.17,23.7,24.2,5.9,0.21,28635.59578,7697.7408,0.268817,0.603676,6.611629,68.08,48.48,68.08,48.48,98.933,44.835,0,15.863,0,0,0,0,0.24,0,0,0,3.161,0,0,34.834,98.940632,0,0,0,0,1084.186638,0,66.982627,2746.287718,280,4.68
Simulation1152,1152,City,71,9,3.11,Vertical-Windows,2.67,4,3,4,4,12.1,FALSE,Low-SHGC-Value,GEG,DHWBaseboard,Gas_TanklessHeater,2016,22.4,26,5.5,0.14,21.6,26.3,5,0.19,74434.3668,23933.88,0.321543,0.179859,3.704628,16.35,21.52,16.35,21.52,114.265,58.894,0,16.146,0,0,0,0,0.062,0,0,0,2.115,0,0,37.048,53.259776,2.115604,58.899026,0,0,0,1609.10182,31.380453,2698.718944,0,0
Simulation1153,1153,Suburbs,112,4,2.83,Vertical-Windows,3.75,2.87,5,3,2,8.09,FALSE,External-Shading,NZEB,DHWBaseboard,Gas_TanklessHeater,2016,23.9,24.9,4.5,0.08,22.8,25.7,5.8,0.18,18038.67647,6374.090625,0.353357,0.194964,5.965746,18.21,21.52,18.21,21.52,167.477,112.811,0,15.922,0,0,0,0,0.119,0,0,0,3.34,0,0,35.284,51.329079,3.340613,112.820335,0,0,0,613.01296,24.59959,1008.583192,0,0
Simulation1154,1154,City,59,5,3.3,Vertical-Windows,3.8,2.71,5,4,3,11.02,TRUE,Low-SHGC-Value,Passive,ASHPBaseboard,Electric_WaterHeater,2010,23.8,24.2,4.6,0.12,21.7,24.7,6.6,0.42,40740.65926,12345.65432,0.30303,0.20295,5.060954,16.42,25.09,16.42,25.09,89.754,35.051,0,15.984,0,0,0,0,0.191,0,0,0,2.566,0,0,35.962,89.761691,0,0,0,0,1287.596712,0,63.232138,3161.606877,370,6.18
Simulation1157,1157,City,126,7,3.54,Vertical-Windows,3.66,2.1,4,3,4,11.18,FALSE,Low-SHGC-Value,Passive,DHWBaseboard,Gas_WaterHeater,pre_1980,22.4,24.2,5.3,0.09,22.5,25.9,6.2,0.34,42797.78778,12089.77056,0.282486,0.198947,5.612564,17.01,23.07,17.01,23.07,149.924,95.109,0,16.038,0,0,0,0,0.098,0,0,0,2.411,0,0,36.268,52.407772,2.411552,95.116715,0,0,0,1105.24953,27.046431,1839.157337,270,4.44
Simulation1158,1158,Urban,18,7,4.25,Vertical-Windows,2.09,3.8,3,3,4,8.47,FALSE,Low-SHGC-Value,Passive,ASHPBaseboard,Gas_WaterHeater,2013,23.9,24,4,0.11,23.3,24.2,5.2,0.4,43671.62844,10275.67728,0.235294,0.207705,6.337506,23.28,20.08,23.28,20.08,123.352,67.637,0,16.039,0,0,0,0,0.374,0,0,0,2.924,0,0,36.378,120.438269,2.923804,0,0,0,1690.946361,0,65.208305,4434.164724,280,4.62
Simulation1159,1159,Suburbs,165,6,4.2,Horizontal-Windows,3.84,2.43,5,4,3,8.03,TRUE,External-Shading,NZEB,ASHPBaseboard,Electric_WaterHeater,2007,21.2,25.8,5,0.17,23.5,25.3,5.7,0.34,49595.08539,11808.35366,0.238095,0.419263,4.695895,48.27,37.05,48.27,37.05,94.036,38.027,0,16.142,0,0,0,0,0.191,0,0,0,2.447,0,0,37.229,94.043382,0,0,0,0,1561.310699,0,61.357417,3620.087617,340,5.64
Simulation1160,1160,Suburbs,25,2,2.88,Horizontal-Windows,2.27,3.7,4,3,3,8.13,FALSE,External-Shading,NZEB,DHWBaseboard,Gas_TanklessHeater,2004,21.6,24.3,5.8,0.19,21,24.4,6.8,0.17,9499.793098,3298.53927,0.347222,0.239163,7.535763,24.94,23.61,24.94,23.61,171.646,118.733,0,15.185,0,0,0,0,0.125,0,0,0,7.05,0,0,30.553,45.866552,7.050821,118.742164,0,0,0,370.13241,26.026379,598.606707,0,0
Simulation1161,1161,Country,11,3,2.86,Horizontal-Windows,3.34,2.86,4,4,2,11.37,FALSE,External-Shading,NZEB,BoilerBaseboard,Electric_WaterHeater,2007,22.2,24.7,4.7,0.2,21.8,24.6,5.3,0.44,15829.1292,5534.66056,0.34965,0.262015,6.011857,32.69,20.33,32.69,20.33,158.656,105.848,0,15.634,0,0,0,0,0.087,0,0,0,3.914,0,0,33.174,52.811343,105.856584,0,0,659.78025,0,0,27.038491,865.231714,250,4.14
